Equipment Condition,Number of Equipment,Equipment Service Time,Materials Quantity,Materials Transport Environment,Materials Procurement,Worker Capability,Worker Sense of Responsibility,Worker Health,Worker Experience,Worker Education,Worker Training,Worker Expertise,Worker Motivation,Worker Attitude,Work Space,Prefabrication,Working Field Accessibility,Advance Work,Work Method,Work Environment,Crew Composition,Work Difficulty,Work Quantity,Manager Capability,Management System,Construction Plan,Design Documents,Permission,Work Order,Claim,Safety/Accidents,Work Delay,Rework,Work Continuity,Information Technology,Productivity,Productivity
2,5,4,2,3,2,2,5,5,4,3,5,1,5,4,3,5,3,3,4,3,2,4,3,4,3,2,1,3,5,2,4,5,1,5,3,47.719,47.719
5,3,3,5,2,4,5,1,1,3,2,4,4,4,2,5,5,2,3,1,5,2,3,2,4,2,2,1,1,3,3,1,5,5,4,2,43.408,43.408
3,2,3,4,4,4,4,3,2,3,2,4,5,3,5,2,1,5,4,2,4,3,2,3,4,3,3,5,3,1,5,3,5,3,4,3,46.897,46.897
4,2,5,3,1,3,2,4,2,4,3,3,2,1,5,3,4,5,2,2,1,2,2,3,4,1,1,4,5,4,2,5,4,4,3,1,41.382,41.382
1,5,2,5,1,1,5,3,5,4,1,3,5,5,2,1,4,5,4,4,3,2,2,5,2,5,3,3,3,3,4,3,5,4,2,3,46.795,46.795
4,5,1,3,5,2,3,3,2,1,3,3,3,1,2,1,5,1,3,4,5,3,1,5,5,2,4,1,4,2,4,3,2,1,5,4,42.604,42.604
1,1,1,2,3,3,1,4,5,3,1,3,1,1,4,5,1,5,5,5,1,1,1,5,4,4,2,1,3,5,2,5,5,1,3,3,40.705,40.705
2,2,5,4,4,1,5,2,2,1,2,2,3,5,2,1,4,4,2,1,1,3,5,4,4,4,1,1,2,3,1,3,2,5,3,1,37.8,37.8
1,2,3,3,4,4,1,3,1,3,1,2,2,1,4,4,2,3,5,5,5,3,5,4,1,3,4,3,2,2,1,5,3,4,1,3,42.319,42.319
5,2,5,2,4,5,4,1,5,5,3,5,3,4,1,3,5,2,3,3,1,5,5,5,2,3,4,5,1,5,5,4,4,2,4,3,50.75,50.75
4,2,1,3,1,5,3,2,1,4,1,2,5,2,4,4,3,2,1,3,1,3,2,1,2,1,3,2,5,5,2,5,1,2,1,3,36.556,36.556
4,1,3,4,1,4,3,5,4,5,1,4,1,1,4,2,5,5,2,5,4,2,3,5,4,4,1,2,2,1,2,1,3,5,1,4,43.364,43.364
2,5,2,5,1,5,3,3,4,5,3,2,4,2,2,2,2,2,3,4,3,4,2,4,5,1,1,4,3,1,5,4,1,3,3,5,44.323,44.323
3,2,2,4,1,3,1,1,1,2,3,2,2,2,3,2,1,5,2,3,2,4,1,3,5,1,4,3,4,1,1,1,5,3,4,2,35.678,35.678
4,5,1,4,3,4,1,5,3,3,1,2,2,4,4,2,2,3,3,2,3,2,1,3,1,1,2,4,4,2,2,1,4,4,2,5,39.003,39.003
5,1,5,4,1,3,4,1,4,1,5,4,3,1,1,5,5,2,5,5,1,1,3,5,4,5,4,2,2,1,5,2,1,5,2,4,44.856,44.856
5,1,3,3,2,1,2,1,5,5,2,1,4,4,3,1,2,3,4,1,4,1,5,4,4,1,3,3,5,2,3,5,5,1,1,1,39.134,39.134
2,5,4,2,3,3,2,3,4,1,3,4,3,3,2,1,5,4,2,5,4,3,1,1,5,5,1,1,5,4,3,2,4,1,2,4,42.23,42.23
1,1,4,1,2,4,2,1,1,5,5,4,2,1,4,2,2,1,4,4,1,5,3,5,3,1,2,4,3,4,4,1,4,5,4,3,42.024,42.024
2,3,2,2,4,4,4,1,1,5,2,3,2,5,4,1,1,1,4,4,2,1,5,2,5,4,3,3,3,3,3,4,3,4,2,3,41.627,41.627
2,4,2,2,5,3,1,2,2,5,5,5,5,5,1,2,4,4,3,2,2,5,3,5,2,2,1,3,5,3,3,5,5,5,4,1,47.052,47.052
4,5,1,1,5,5,4,4,1,3,3,2,1,2,5,1,2,5,2,3,5,2,1,2,3,4,4,1,2,2,3,5,5,1,5,5,43.917,43.917
3,2,3,2,1,5,1,3,5,4,4,4,3,2,5,5,2,4,3,5,5,4,2,1,1,5,2,2,4,2,1,3,2,5,2,4,45.13,45.13
3,3,5,4,4,4,5,3,4,2,1,1,3,3,2,4,4,3,2,2,5,2,5,5,3,3,4,2,4,1,5,2,1,5,2,4,45.872,45.872
1,3,5,3,5,3,1,5,4,2,3,5,2,3,1,5,3,5,2,3,4,2,1,3,2,1,2,5,1,4,1,3,3,4,4,1,41.127,41.127
2,2,4,5,2,1,2,4,3,1,5,3,2,5,1,5,4,1,2,5,3,5,4,4,5,2,2,2,4,1,3,1,5,1,1,1,41.161,41.161
3,2,5,4,3,4,2,4,1,2,1,3,4,3,2,4,4,2,1,4,4,1,5,3,3,3,3,5,2,4,4,5,1,5,2,5,45.672,45.672
2,4,5,2,5,1,1,4,1,2,3,4,4,3,3,4,5,2,3,4,4,4,1,1,4,4,1,4,3,1,4,4,1,5,4,3,44.544,44.544
2,1,5,5,4,2,5,1,1,2,2,3,3,2,4,3,1,4,2,2,2,2,5,4,5,2,5,3,5,5,1,3,4,4,1,4,42.755,42.755
5,1,1,3,4,1,2,3,2,2,4,1,3,5,5,5,1,4,3,5,1,3,4,2,1,3,4,4,2,5,2,3,1,4,1,2,40.476,40.476
5,1,5,5,3,1,1,1,1,5,1,4,4,4,2,1,2,1,1,3,5,4,3,5,3,5,3,2,4,5,5,3,5,2,2,5,45.152,45.152
4,1,2,3,1,1,3,1,5,2,4,4,4,5,2,2,4,4,5,5,4,3,5,1,1,1,1,2,4,3,5,1,3,1,2,1,39.267,39.267
2,4,1,1,3,4,1,4,3,4,2,5,3,4,3,1,5,5,4,2,4,4,3,4,2,3,1,3,5,4,1,1,2,2,5,5,44.362,44.362
5,4,1,3,1,4,4,3,4,4,5,5,1,3,1,4,4,1,2,2,1,3,3,2,4,1,5,4,5,4,1,4,3,2,4,1,42.094,42.094
4,4,2,1,1,5,5,2,3,1,3,4,2,4,5,1,2,5,1,5,1,2,5,4,5,1,3,2,4,2,1,4,2,2,4,5,42.476,42.476
5,4,4,1,2,4,1,1,2,1,5,4,5,3,5,3,5,2,1,3,1,2,5,5,1,2,3,5,4,5,3,4,3,5,5,1,45.647,45.647
1,3,2,1,2,1,3,1,2,2,1,2,5,2,3,1,4,5,1,3,3,4,4,1,4,3,5,2,1,1,3,1,2,5,4,2,36.938,36.938
2,3,1,3,5,2,3,3,1,1,1,5,5,1,1,3,4,2,5,1,4,1,1,4,5,3,1,1,2,4,5,4,3,2,2,2,37.793,37.793
1,1,1,4,5,3,3,4,3,1,4,1,1,4,2,3,2,5,1,2,2,3,4,1,2,5,2,5,3,1,1,5,3,4,3,5,40.602,40.602
3,5,3,5,2,5,1,5,4,1,2,2,2,3,1,2,5,2,5,4,3,4,2,5,3,3,2,3,5,2,2,1,4,3,2,5,44.279,44.279
3,2,1,5,1,5,5,4,1,1,5,1,5,4,2,2,1,2,1,3,2,2,1,3,4,2,5,4,4,3,1,4,5,2,1,3,38.987,38.987
2,3,2,5,2,2,3,4,1,4,3,4,1,1,4,4,3,3,1,3,4,2,4,4,1,1,4,3,5,5,1,3,5,3,3,4,43.345,43.345
2,2,5,5,1,2,3,4,2,2,4,5,5,1,3,2,3,3,5,2,5,3,2,4,4,2,2,1,1,4,2,1,1,2,3,1,38.535,38.535
4,2,2,2,1,2,4,4,5,2,4,4,2,3,3,1,1,5,3,3,3,3,4,4,2,4,5,1,5,4,2,3,2,5,5,5,45.678,45.678
1,5,5,5,1,3,4,4,5,5,1,4,5,2,3,5,3,1,3,1,4,3,2,4,2,3,5,2,3,5,2,1,2,4,3,3,45.088,45.088
3,3,3,4,1,2,1,3,3,3,1,2,2,1,2,4,5,5,2,1,2,2,4,1,5,4,4,5,3,1,2,5,5,2,4,3,41.812,41.812
1,3,2,4,3,1,3,2,3,1,4,4,5,4,4,3,2,1,3,1,1,3,1,5,1,4,3,5,4,4,1,1,3,5,3,1,38.596,38.596
2,5,4,5,5,2,4,4,1,2,3,2,2,3,4,5,5,3,3,3,3,3,2,4,2,5,3,4,4,1,2,5,2,4,2,5,47.593,47.593
1,4,2,4,3,4,1,4,1,5,3,2,5,5,1,5,3,5,1,3,1,2,5,5,3,5,2,3,2,2,1,3,4,4,5,2,45.432,45.432
5,5,2,4,1,4,4,4,3,4,5,1,4,1,4,2,2,1,4,1,2,4,4,4,4,2,2,1,4,1,2,2,1,4,3,2,40.533,40.533
3,2,1,4,4,5,3,5,4,4,1,1,3,3,3,3,1,3,5,2,1,1,4,2,2,4,5,3,1,5,4,5,4,4,2,5,44.505,44.505
4,5,1,3,2,1,3,3,5,3,4,2,2,2,1,1,3,1,4,5,4,1,4,4,1,1,1,3,1,2,1,4,2,5,3,3,38.148,38.148
2,3,4,2,3,3,2,1,3,2,5,5,4,3,4,1,3,3,2,5,4,1,1,2,5,3,3,5,1,4,2,3,3,1,1,2,39.046,39.046
5,5,3,3,3,3,3,1,5,2,1,1,1,2,3,5,3,2,4,1,3,1,5,3,5,1,2,4,3,4,5,1,4,1,4,5,42.661,42.661
2,5,3,2,5,2,3,5,3,2,4,5,2,1,5,5,1,5,2,5,3,4,2,4,4,3,2,4,5,5,2,4,2,5,3,4,49.141,49.141
1,3,5,2,4,2,3,3,1,5,2,5,2,5,3,5,1,3,3,4,3,1,1,4,1,4,3,5,1,5,5,1,4,4,1,5,44.058,44.058
4,4,2,5,1,2,1,1,3,5,2,3,4,1,5,2,1,5,2,4,3,5,2,2,3,2,5,3,5,2,4,2,3,4,3,5,44.541,44.541
2,4,2,3,3,2,2,4,5,2,4,5,4,1,4,2,1,5,5,3,3,3,4,5,4,2,3,1,2,5,4,3,5,4,3,2,45.74,45.74
2,1,5,3,3,1,2,4,5,2,5,2,1,5,3,4,4,1,5,1,4,1,5,5,2,3,3,5,1,1,3,3,2,3,1,3,41.204,41.204
4,3,3,5,4,1,2,2,1,2,5,1,5,5,4,1,3,1,1,3,3,1,3,1,1,4,5,3,1,4,3,5,2,1,3,1,37.8,37.8
1,2,1,2,4,4,3,5,3,5,2,2,4,4,4,2,2,2,4,1,2,5,4,4,2,5,1,2,1,2,1,3,3,1,4,3,40.467,40.467
5,4,3,4,1,2,3,4,1,2,5,1,1,4,3,1,2,5,2,4,3,2,5,5,1,4,5,1,1,4,5,3,1,4,1,4,42.365,42.365
2,1,3,2,4,2,1,4,3,2,3,1,5,3,1,4,5,1,4,2,1,4,4,2,1,2,3,4,1,5,3,1,4,2,3,1,37.618,37.618
2,4,1,1,2,1,5,4,1,5,3,5,3,2,4,1,1,4,4,1,2,4,3,1,4,2,2,5,1,1,4,1,2,4,3,5,39.414,39.414
1,1,4,5,2,5,3,4,5,2,5,2,1,3,5,3,3,2,3,5,4,2,5,2,5,4,4,1,3,1,3,4,1,5,1,4,45.171,45.171
5,2,5,1,1,2,2,3,4,4,3,3,4,1,5,5,3,3,1,2,5,5,5,2,1,5,5,4,2,3,3,2,1,1,3,3,44.289,44.289
4,2,2,5,1,2,4,3,2,3,4,3,2,3,1,1,2,3,2,5,2,1,1,5,3,3,5,2,3,1,4,2,1,1,2,1,35.308,35.308
4,4,3,3,1,4,3,5,4,5,2,3,3,1,4,5,4,3,5,5,1,3,5,5,2,5,1,3,2,1,5,3,1,1,3,3,46.568,46.568
2,4,3,2,4,3,2,5,2,2,2,3,4,4,5,5,1,2,3,2,3,3,1,5,1,1,4,5,5,1,5,2,5,3,3,5,45.003,45.003
2,1,2,4,4,5,2,2,5,1,4,2,5,2,5,1,5,1,1,5,5,5,1,5,5,4,4,3,2,2,2,5,2,3,5,1,45.272,45.272
3,3,3,4,2,2,5,1,4,5,1,4,5,3,2,4,2,4,5,2,4,5,5,5,3,1,5,2,2,4,3,5,2,5,2,3,48.053,48.053
3,4,3,3,2,2,1,1,5,1,2,2,5,5,1,4,3,1,2,1,1,4,1,5,5,4,3,1,1,4,3,3,5,2,2,3,39.003,39.003
1,4,5,3,3,4,2,1,3,1,5,1,5,3,1,1,5,3,1,5,1,3,2,1,4,3,3,1,2,3,3,2,3,1,1,2,36.009,36.009
4,3,2,5,2,2,4,3,1,4,4,4,5,5,4,5,3,2,5,5,5,2,3,1,1,5,2,2,4,3,1,4,5,1,5,1,46.88,46.88
2,5,3,1,4,3,3,2,5,3,5,3,2,2,5,4,1,3,3,5,5,4,2,5,4,3,2,4,1,1,1,5,5,4,1,1,44.662,44.662
2,1,2,3,4,4,5,1,1,3,5,3,1,1,1,3,4,3,5,3,5,4,4,1,3,2,4,2,4,5,4,3,2,5,1,1,41.732,41.732
2,4,3,2,3,3,2,1,2,2,1,1,3,2,4,5,1,3,4,3,5,3,2,3,4,4,5,3,1,5,3,5,3,5,4,4,45.202,45.202
2,5,5,1,1,3,3,2,1,1,1,1,5,1,5,3,2,3,5,1,1,5,2,2,3,4,2,3,4,2,5,2,5,4,1,4,40.236,40.236
1,4,2,1,1,4,3,4,3,1,4,5,3,5,5,2,2,5,2,5,3,1,4,1,5,3,4,2,4,4,2,2,4,5,1,4,43.861,43.861
2,2,4,2,1,5,5,5,4,4,5,4,5,5,1,2,1,4,5,1,3,3,2,4,3,1,3,5,4,5,1,2,3,1,3,3,43.503,43.503
1,5,5,2,5,3,5,4,1,4,1,2,4,3,4,5,3,1,5,4,5,1,4,1,1,5,4,1,1,4,4,4,1,1,1,2,42.522,42.522
2,3,2,5,3,4,2,4,1,5,3,5,2,4,5,2,2,2,2,2,2,1,1,2,3,2,3,3,4,2,5,4,3,2,3,5,41.466,41.466
1,3,4,3,1,5,2,1,2,2,4,3,5,3,5,4,5,5,2,2,4,5,2,5,4,5,5,3,3,4,4,5,1,2,4,1,47.853,47.853
4,1,5,1,5,3,4,1,5,5,1,3,2,3,2,4,5,3,1,3,4,2,2,3,4,3,2,1,2,4,3,5,2,2,4,1,41.448,41.448
3,3,5,5,3,4,1,2,2,5,3,2,2,1,2,2,1,4,5,2,2,3,3,5,3,3,5,1,3,3,3,3,1,4,1,5,41.733,41.733
1,5,1,2,1,3,2,1,2,5,5,4,5,5,4,1,5,1,5,4,1,2,3,3,3,1,5,4,3,1,1,2,5,5,2,3,42.435,42.435
4,1,2,1,4,1,3,4,2,1,3,5,4,2,2,4,2,4,4,3,3,4,1,3,1,1,2,1,2,5,1,4,5,4,4,1,38.952,38.952
2,1,3,5,3,2,5,5,4,5,2,3,3,4,3,2,2,3,1,4,4,4,1,3,1,2,5,2,1,4,5,5,5,3,1,2,43.337,43.337
1,2,1,1,2,3,4,1,4,2,2,4,1,2,1,5,1,1,4,4,1,3,5,4,5,1,3,2,5,4,3,3,2,1,1,5,38.159,38.159
1,3,2,2,1,4,2,1,5,4,1,5,4,3,2,4,1,3,4,3,2,3,3,4,1,3,4,4,4,4,4,5,1,4,5,2,43.472,43.472
2,1,2,1,3,3,2,1,4,2,4,1,1,2,4,5,1,3,3,4,4,5,3,2,3,4,1,2,3,5,1,2,4,4,2,3,39.786,39.786
3,3,2,4,2,1,2,3,2,3,2,4,3,3,4,5,2,1,2,3,3,2,2,4,1,3,4,2,4,5,3,1,4,1,3,2,39.105,39.105
4,3,1,5,3,3,5,4,4,3,3,1,5,5,2,2,4,3,5,1,3,2,5,4,1,5,5,5,4,4,3,3,5,5,4,3,50.3,50.3
2,1,1,1,3,3,2,5,3,3,2,2,4,1,3,3,3,1,2,2,1,5,5,2,5,5,1,4,4,3,4,1,1,3,5,3,40.596,40.596
5,3,3,2,3,1,1,1,4,1,4,1,3,5,2,5,1,4,2,1,4,1,2,4,3,2,3,4,2,5,4,3,2,1,3,1,37.433,37.433
3,5,5,2,1,1,4,4,5,5,2,3,1,3,1,2,4,5,2,4,4,4,3,1,4,5,2,2,5,4,4,2,5,3,3,3,46.323,46.323
3,4,1,4,5,3,1,2,1,4,2,1,1,5,3,1,5,1,2,5,4,4,2,5,4,2,5,4,5,5,4,4,1,3,3,1,43.742,43.742
5,3,1,1,5,5,1,4,1,2,3,1,2,2,3,1,4,3,4,2,5,1,4,2,2,2,4,1,3,4,3,2,3,2,1,3,37.402,37.402
1,2,1,2,4,1,4,4,3,3,2,3,5,2,1,3,2,2,1,2,4,1,2,3,4,3,4,2,1,2,4,3,1,5,1,3,36.454,36.454
1,1,3,5,4,3,4,3,2,1,5,2,3,5,2,1,2,5,4,3,5,4,2,1,2,4,1,5,2,4,4,3,1,5,4,4,43.831,43.831
2,2,3,2,1,4,3,5,5,2,2,5,5,4,3,4,5,5,4,2,3,5,3,3,4,2,5,3,1,5,5,5,2,3,1,4,48.501,48.501
3,1,4,5,2,3,4,2,1,4,4,5,4,1,5,2,5,5,2,1,1,5,2,5,3,1,1,5,2,3,3,1,2,1,1,3,39.795,39.795
3,2,2,5,1,4,1,1,3,1,4,4,1,3,4,2,2,5,3,5,4,2,1,5,4,5,1,3,5,1,3,2,4,3,3,2,41.334,41.334
3,3,1,1,1,4,2,2,5,3,5,4,3,3,4,1,3,5,5,1,2,3,4,2,3,5,3,5,3,3,2,1,4,5,5,1,43.425,43.425
1,4,3,5,2,5,2,5,1,5,1,1,1,1,3,3,3,5,2,4,5,4,5,1,3,5,1,5,1,5,3,3,5,1,3,3,44.983,44.983
1,5,5,2,1,3,5,2,2,2,1,3,3,4,5,1,4,4,2,5,1,2,2,3,2,3,4,5,5,1,4,4,4,1,3,1,41.055,41.055
2,5,4,4,1,1,4,3,3,5,3,1,1,5,1,1,1,1,2,5,2,5,5,1,3,3,3,4,2,2,4,3,1,5,5,5,43.48,43.48
2,2,2,1,2,2,4,5,2,5,3,1,1,1,1,5,3,2,1,4,1,4,5,1,4,3,1,4,3,2,4,1,4,3,2,3,38.901,38.901
2,4,5,4,2,1,2,5,5,3,5,5,5,1,1,1,4,1,5,4,4,4,3,5,5,2,4,5,5,4,2,4,5,1,1,4,48.388,48.388
4,2,2,1,2,4,2,4,1,2,2,5,1,2,1,4,3,5,5,3,5,1,2,1,1,3,4,2,3,4,1,2,1,2,4,1,36.395,36.395
2,4,4,1,4,3,1,3,1,2,3,2,3,2,1,1,4,3,5,4,4,4,1,4,5,5,2,3,3,1,4,3,4,2,3,1,40.877,40.877
3,2,4,4,2,4,3,2,1,2,2,4,3,3,5,1,1,2,2,1,1,2,5,5,1,3,2,4,2,2,4,2,4,4,1,1,36.392,36.392
4,1,4,1,2,2,1,4,1,4,1,5,4,2,5,3,2,2,3,5,5,3,1,4,3,1,5,1,5,5,4,1,2,2,3,5,42.797,42.797
4,2,5,3,4,4,3,1,2,1,1,5,2,1,1,4,2,4,3,3,5,1,3,1,5,2,2,1,1,3,4,5,1,5,4,4,40.759,40.759
1,5,3,2,5,1,5,1,1,2,5,1,1,1,5,1,4,2,4,4,3,2,3,1,1,5,2,5,5,4,1,5,5,2,3,5,42.832,42.832
3,3,1,2,5,3,2,4,1,1,2,5,3,5,2,1,3,4,1,1,5,1,4,3,2,4,3,2,3,2,4,3,1,2,4,3,38.801,38.801
3,5,1,5,5,4,1,4,4,3,2,5,3,3,5,1,1,5,4,5,1,5,1,2,2,5,3,2,3,3,1,1,2,3,5,3,43.539,43.539
5,2,4,3,4,3,5,2,2,1,5,2,3,4,1,1,2,5,4,3,1,3,5,4,4,1,3,4,1,3,2,3,3,5,2,2,41.42,41.42
4,2,3,1,2,2,2,4,1,5,3,1,2,2,4,1,4,5,2,5,1,2,5,3,4,1,3,1,5,1,3,1,2,1,3,1,36.616,36.616
3,1,3,1,3,4,3,4,1,1,2,5,2,4,5,2,5,3,1,5,1,4,4,5,3,5,1,2,2,4,5,4,2,1,3,5,44.27,44.27
3,2,5,4,4,2,2,5,2,5,5,4,3,1,2,3,2,1,3,4,3,2,5,4,4,1,2,4,2,5,3,2,1,5,1,3,42.985,42.985
5,1,4,3,3,3,1,2,5,3,2,3,3,4,3,3,3,2,3,4,2,2,1,4,2,4,4,2,2,4,3,1,1,4,2,2,38.958,38.958
5,2,4,4,5,1,4,4,5,2,4,3,2,4,1,1,3,5,4,3,1,2,4,3,1,1,2,1,5,3,4,2,2,2,4,5,41.928,41.928
2,2,5,5,3,4,1,1,1,5,5,4,2,2,5,1,4,2,2,3,4,5,2,1,2,5,1,3,1,5,1,4,5,1,5,5,44.368,44.368
3,4,2,2,1,2,3,3,4,3,3,3,2,3,2,2,4,1,2,3,2,1,4,3,3,4,3,1,1,1,2,5,2,1,1,1,34.33,34.33
3,4,1,4,2,5,5,1,1,5,2,3,5,5,4,3,1,1,4,3,3,5,4,4,2,2,2,5,2,1,1,5,2,1,5,1,42.835,42.835
2,1,3,4,1,4,5,1,4,4,5,1,5,5,2,2,2,3,4,3,2,4,5,5,4,2,4,3,1,3,4,1,2,1,2,1,41.238,41.238
2,4,2,1,2,5,5,5,5,2,3,1,4,5,4,3,5,1,5,3,1,4,3,4,5,5,2,4,5,2,5,2,4,5,5,4,51.107,51.107
1,3,3,3,2,2,3,1,2,4,2,3,4,2,5,5,4,4,1,3,3,2,3,3,2,1,4,2,2,2,4,5,5,3,2,3,42.029,42.029
4,3,1,1,3,2,1,4,3,1,1,5,5,2,1,5,2,1,1,2,3,4,2,1,5,2,1,2,1,1,3,4,5,3,1,5,37.183,37.183
3,3,5,5,1,3,5,3,4,1,2,5,5,3,2,1,1,1,1,5,3,4,1,2,5,2,4,3,2,2,5,1,3,5,1,5,41.891,41.891
3,4,1,5,2,3,5,5,2,1,1,3,2,5,4,5,3,1,3,2,3,5,4,5,5,3,2,3,5,3,5,4,2,1,4,1,45.687,45.687
3,2,5,4,5,2,5,5,1,4,5,1,4,2,4,1,1,1,5,3,4,3,5,5,1,4,1,1,1,1,2,2,4,3,5,1,42.195,42.195
5,1,5,2,4,3,2,4,2,5,1,5,4,3,2,5,2,4,5,5,3,3,2,5,1,2,2,2,2,2,3,2,2,3,2,5,44.216,44.216
4,1,2,4,3,4,5,1,2,1,3,4,2,1,1,1,3,3,3,3,2,2,4,1,2,3,3,4,3,4,5,2,4,5,5,2,40.315,40.315
3,1,1,5,3,4,2,1,5,1,3,5,5,1,4,5,2,1,5,1,4,3,5,2,4,1,2,2,3,1,5,2,1,1,1,5,39.829,39.829
1,4,5,3,2,1,2,4,1,4,3,3,5,1,5,1,2,2,3,1,3,5,2,3,4,2,1,1,1,4,3,5,3,2,4,1,38.584,38.584
3,4,5,1,5,5,2,3,1,2,5,4,3,4,5,1,1,5,2,2,1,4,5,2,3,3,2,2,3,5,4,4,3,1,5,4,44.91,44.91
3,5,1,2,2,5,4,5,3,4,3,2,2,1,2,2,2,2,4,4,1,4,5,5,5,1,4,5,5,4,2,2,1,3,2,3,43.523,43.523
2,1,5,5,4,5,3,1,1,4,5,3,2,2,5,5,3,2,5,5,5,4,2,5,4,5,2,4,3,3,5,4,4,3,2,4,51.478,51.478
5,5,3,2,2,2,2,3,3,3,2,4,4,1,3,1,3,5,2,3,1,5,2,5,2,1,2,5,2,5,1,4,4,1,5,4,42.644,42.644
3,3,2,5,1,4,4,4,5,4,2,4,3,4,1,2,4,3,3,5,5,3,4,5,4,5,1,3,5,5,5,3,3,4,5,2,51.167,51.167
1,1,2,5,2,4,4,2,2,2,3,4,5,4,2,4,4,5,2,5,1,5,4,4,3,2,3,3,3,3,1,3,1,5,2,1,42.69,42.69
4,5,4,4,5,4,4,3,1,2,2,4,3,4,5,4,4,2,2,5,1,5,3,3,2,2,5,4,5,3,4,2,2,4,3,4,48.742,48.742
3,4,3,5,4,2,1,5,2,2,5,5,2,5,4,5,5,5,5,3,4,1,5,4,4,2,3,2,3,5,2,4,3,3,4,2,49.765,49.765
1,2,2,2,2,4,3,2,4,2,4,3,1,1,2,5,5,1,5,1,1,2,5,4,5,4,4,4,4,5,4,2,4,3,4,2,43.862,43.862
2,2,3,2,1,3,1,2,5,2,4,2,5,1,2,1,5,5,1,1,5,3,1,2,5,4,1,4,4,4,2,5,3,5,3,3,41.644,41.644
4,5,1,3,2,5,5,4,2,1,1,4,5,5,1,3,4,5,4,3,3,1,5,3,3,4,3,1,1,5,1,1,3,4,1,2,42.076,42.076
2,4,4,4,5,4,2,1,2,4,2,1,5,3,5,1,4,4,3,3,1,3,5,3,4,4,4,5,2,1,2,3,1,4,3,1,42.867,42.867
5,4,4,1,4,2,4,3,4,5,4,2,4,4,2,3,3,2,4,3,3,4,2,2,3,1,4,5,4,3,1,5,2,1,5,2,44.764,44.764
3,4,5,5,1,4,5,3,4,3,1,1,3,5,4,4,3,5,1,4,4,5,5,2,3,1,4,4,2,4,5,5,1,1,3,4,48.324,48.324
1,5,1,1,3,4,1,1,3,3,1,1,4,4,5,1,1,5,5,1,1,2,4,3,5,4,1,3,2,4,4,5,3,4,4,1,40.004,40.004
3,1,5,5,5,3,5,5,4,5,1,4,5,3,5,3,5,1,1,5,4,4,3,3,5,1,1,2,4,5,2,5,5,3,1,5,50.216,50.216
2,3,4,4,5,5,2,5,1,5,3,1,2,3,3,2,3,4,1,3,1,3,3,1,5,4,1,5,4,1,4,5,1,5,4,1,43.026,43.026
4,2,4,3,5,2,5,5,3,4,3,1,1,3,1,4,1,1,2,5,1,1,1,2,1,4,5,4,5,4,2,1,1,3,5,2,39.495,39.495
2,1,1,3,5,1,3,2,3,3,3,2,1,5,2,1,3,1,4,4,2,1,1,3,3,3,4,1,5,5,5,4,1,1,2,4,37.362,37.362
4,3,1,3,4,3,4,3,2,1,1,4,2,5,2,3,3,4,2,5,5,4,2,1,3,3,4,3,4,3,4,3,4,3,4,4,45.454,45.454
4,3,5,1,4,5,1,2,5,4,5,2,2,1,1,1,5,5,5,3,4,2,1,5,2,5,2,3,2,4,3,2,2,2,2,5,43.588,43.588
3,4,1,3,2,2,5,4,3,2,2,2,3,5,3,2,2,3,2,1,2,3,5,3,5,3,3,1,5,2,4,2,1,5,2,4,41.217,41.217
4,2,1,2,3,2,3,2,5,4,4,5,4,4,2,3,5,1,1,2,4,3,5,3,4,3,5,3,3,4,5,1,4,4,5,3,47.539,47.539
5,1,5,1,5,3,2,4,3,4,3,2,3,2,5,3,4,2,4,3,4,5,3,4,4,1,3,2,2,1,1,2,1,5,1,4,42.691,42.691
2,2,4,3,3,2,4,3,5,1,1,5,5,4,5,3,1,1,2,3,5,5,3,5,4,5,3,4,1,2,2,1,3,5,4,3,45.641,45.641
1,1,1,5,4,5,3,3,1,2,2,4,4,2,1,2,3,5,2,5,5,2,2,3,1,2,1,1,3,5,2,4,1,1,1,3,36.864,36.864
1,5,4,2,5,2,5,3,3,3,2,4,3,2,3,2,2,2,3,1,3,4,1,3,5,5,2,5,3,2,1,2,3,4,4,5,43.387,43.387
4,3,1,2,3,2,5,1,5,5,2,4,4,1,1,1,4,3,2,4,5,2,2,4,5,1,5,2,1,2,5,2,1,4,4,5,43.18,43.18
4,3,3,4,5,3,3,3,3,5,2,1,5,4,3,3,2,1,4,4,2,1,4,5,1,5,4,5,4,5,5,1,4,1,5,1,46.445,46.445
5,4,2,5,4,4,2,3,1,5,1,4,5,2,4,2,5,5,3,4,2,2,4,3,4,4,5,1,1,1,1,2,1,1,4,2,42.692,42.692
3,1,5,2,5,4,1,1,2,4,5,1,1,4,4,5,5,2,1,5,2,1,4,3,3,3,4,1,1,1,5,1,5,3,3,1,41.192,41.192
2,2,3,2,1,2,2,3,1,3,5,3,3,3,1,4,4,4,1,3,2,1,5,5,4,5,2,3,3,4,3,1,4,3,5,5,44.354,44.354
4,4,4,3,2,5,3,2,3,2,1,5,5,2,4,4,2,1,2,3,3,3,5,1,4,1,5,3,2,1,1,2,5,2,2,2,40.451,40.451
1,4,1,4,3,5,1,5,3,5,3,4,2,3,2,5,3,4,3,5,2,2,4,1,4,5,3,4,4,1,1,5,1,5,2,4,46.217,46.217
